Entity,Code,Year,Change in global mean surface temperature caused by nitrous oxide emissions,Change in global mean surface temperature caused by methane emissions,Change in global mean surface temperature caused by CO₂ emissions
Afghanistan,AFG,1891,0.0000059865224,0.000057680427,0.00008759004
Afghanistan,AFG,1892,0.000006197023,0.000059555907,0.00009048269
Afghanistan,AFG,1893,0.0000064081423,0.000061455925,0.00009340211
Afghanistan,AFG,1894,0.0000066199905,0.00006338049,0.00009634654
Afghanistan,AFG,1895,0.000006832665,0.000065329594,0.00009931181
Afghanistan,AFG,1896,0.0000070462515,0.00006730325,0.00010229704
Afghanistan,AFG,1897,0.0000072608236,0.000069301444,0.000105301515
Afghanistan,AFG,1898,0.000007476442,0.00007132419,0.00010832435
Afghanistan,AFG,1899,0.0000076931565,0.000073371484,0.000111364825
Afghanistan,AFG,1900,0.000007911002,0.00007544333,0.00011444104
Afghanistan,AFG,1901,0.000008130127,0.00007751982,0.00011754968
Afghanistan,AFG,1902,0.000008350772,0.0000796011,0.00012068149
Afghanistan,AFG,1903,0.00000857314,0.00008168713,0.00012381609
Afghanistan,AFG,1904,0.000008797397,0.000083778075,0.00012697511
Afghanistan,AFG,1905,0.000009023672,0.00008587398,0.00013021029
Afghanistan,AFG,1906,0.000009252055,0.00008797491,0.00013352028
Afghanistan,AFG,1907,0.0000094826,0.00009008094,0.00013686926
Afghanistan,AFG,1908,0.000009715324,0.00009219212,0.00014026438
Afghanistan,AFG,1909,0.000009950206,0.00009430851,0.00014369564
Afghanistan,AFG,1910,0.0000101871865,0.00009642996,0.00014720517
Afghanistan,AFG,1911,0.000010426107,0.00009846119,0.00015076625
Afghanistan,AFG,1912,0.000010666795,0.00010040143,0.00015437031
Afghanistan,AFG,1913,0.000010909163,0.00010225067,0.000157994
Afghanistan,AFG,1914,0.000011153218,0.000104008905,0.00016165059
Afghanistan,AFG,1915,0.000011399051,0.00010567604,0.00016532156
Afghanistan,AFG,1916,0.0000116468445,0.000107252155,0.00016897023
Afghanistan,AFG,1917,0.00001189687,0.000108737266,0.00017263158
Afghanistan,AFG,1918,0.000012149489,0.00011013136,0.00017629411
Afghanistan,AFG,1919,0.000012405148,0.000111434325,0.00017996314
Afghanistan,AFG,1920,0.000012664388,0.000112646274,0.0001835434
Afghanistan,AFG,1921,0.000012930237,0.00011391038,0.00018711304
Afghanistan,AFG,1922,0.000013207529,0.00011522792,0.00019068095
Afghanistan,AFG,1923,0.000013500163,0.00011659902,0.00019422096
Afghanistan,AFG,1924,0.000013811098,0.00011802335,0.00019776322
Afghanistan,AFG,1925,0.00001414236,0.00011950094,0.00020128931
Afghanistan,AFG,1926,0.000014495035,0.00012103177,0.00020481
Afghanistan,AFG,1927,0.000014869276,0.00012261565,0.00020832257
Afghanistan,AFG,1928,0.000015264295,0.00012425253,0.00021182439
Afghanistan,AFG,1929,0.000015678368,0.00012594246,0.0002153426
Afghanistan,AFG,1930,0.00001610884,0.0001276854,0.00021881623
Afghanistan,AFG,1931,0.000016553597,0.00012958271,0.00022229557
Afghanistan,AFG,1932,0.000017011842,0.0001316351,0.00022577264
Afghanistan,AFG,1933,0.000017482962,0.00013384264,0.00022926409
Afghanistan,AFG,1934,0.000017966542,0.00013620523,0.00023274947
Afghanistan,AFG,1935,0.000018462359,0.00013872301,0.00023625111
Afghanistan,AFG,1936,0.000018970379,0.00014147363,0.00023977418
Afghanistan,AFG,1937,0.000019490762,0.00014445881,0.00024329638
Afghanistan,AFG,1938,0.000020023865,0.00014768017,0.0002468491
Afghanistan,AFG,1939,0.000020570233,0.0001511395,0.00025041722
Afghanistan,AFG,1940,0.000021130607,0.0001548384,0.00025400438
Afghanistan,AFG,1941,0.000021713015,0.00015867545,0.0002576226
Afghanistan,AFG,1942,0.000022330623,0.0001626513,0.00026123892
Afghanistan,AFG,1943,0.000022993554,0.00016676786,0.00026485784
Afghanistan,AFG,1944,0.000023708886,0.00017102741,0.0002685185
Afghanistan,AFG,1945,0.000024480658,0.00017541781,0.00027219858
Afghanistan,AFG,1946,0.000025309859,0.00017994066,0.0002759295
Afghanistan,AFG,1947,0.000026194444,0.00018452317,0.0002797456
Afghanistan,AFG,1948,0.000027129317,0.00018924319,0.00028350012
Afghanistan,AFG,1949,0.000028106346,0.00019411849,0.00028720134
Afghanistan,AFG,1950,0.00002911435,0.0001992888,0.000291303
Afghanistan,AFG,1951,0.000030150008,0.0002045986,0.0002957723
Afghanistan,AFG,1952,0.00003121873,0.00021006177,0.00030055
Afghanistan,AFG,1953,0.000032324206,0.00021571049,0.00030567378
Afghanistan,AFG,1954,0.000033468397,0.00022155943,0.00031108857
Afghanistan,AFG,1955,0.000034651555,0.00022769776,0.00031689697
Afghanistan,AFG,1956,0.00003587219,0.00023406617,0.00032305808
Afghanistan,AFG,1957,0.00003712711,0.00024085217,0.00032960734
Afghanistan,AFG,1958,0.00003841138,0.00024790553,0.00033659532
Afghanistan,AFG,1959,0.000039718358,0.00025524007,0.00034391752
Afghanistan,AFG,1960,0.000041039668,0.0002628672,0.0003509991
Afghanistan,AFG,1961,0.00004235761,0.00026918968,0.00035715455
Afghanistan,AFG,1962,0.000043663946,0.0002758656,0.0003629495
Afghanistan,AFG,1963,0.000044993154,0.00028301644,0.00036859766
Afghanistan,AFG,1964,0.00004635079,0.00029048292,0.00037358882
Afghanistan,AFG,1965,0.000047740858,0.00029838414,0.00037873606
Afghanistan,AFG,1966,0.000049166276,0.0003069095,0.00038355347
Afghanistan,AFG,1967,0.000050628965,0.0003159684,0.0003879348
Afghanistan,AFG,1968,0.000052156956,0.00032538234,0.00039207394
Afghanistan,AFG,1969,0.00005367982,0.00033368688,0.0003958271
Afghanistan,AFG,1970,0.00005521164,0.00034202074,0.0003998933
Afghanistan,AFG,1971,0.000056727895,0.00035006044,0.0004037557
Afghanistan,AFG,1972,0.00005791168,0.00035499936,0.00040717286
Afghanistan,AFG,1973,0.000059222508,0.0003603839,0.00041037757
Afghanistan,AFG,1974,0.000060648643,0.00036668492,0.00041346988
Afghanistan,AFG,1975,0.00006219471,0.00037382232,0.0004164512
Afghanistan,AFG,1976,0.00006378521,0.00038071015,0.00041922848
Afghanistan,AFG,1977,0.00006534655,0.00038666092,0.0004220648
Afghanistan,AFG,1978,0.00006688364,0.00039216227,0.00042464264
Afghanistan,AFG,1979,0.00006837648,0.00039675433,0.00042721897
Afghanistan,AFG,1980,0.000069885406,0.00040113807,0.00042949783
Afghanistan,AFG,1981,0.00007138097,0.00040642562,0.00043184668
Afghanistan,AFG,1982,0.00007289756,0.0004109254,0.00043408418
Afghanistan,AFG,1983,0.000074326,0.00041378956,0.00043645914
Afghanistan,AFG,1984,0.000075679425,0.00041421133,0.00043884863
Afghanistan,AFG,1985,0.00007693771,0.00041250608,0.0004414422
Afghanistan,AFG,1986,0.00007801349,0.0004075431,0.00044377212
Afghanistan,AFG,1987,0.000079180856,0.0004019653,0.00044600444
Afghanistan,AFG,1988,0.000080396465,0.0003962049,0.00044810137
Afghanistan,AFG,1989,0.00008160521,0.00039022867,0.00045009181
Afghanistan,AFG,1990,0.00008279628,0.00038392193,0.00045161715
Afghanistan,AFG,1991,0.00008402117,0.00037838993,0.00045307443
Afghanistan,AFG,1992,0.00008522174,0.00037583202,0.00045373684
Afghanistan,AFG,1993,0.00008643976,0.00037298925,0.00045397104
Afghanistan,AFG,1994,0.000087588916,0.00036980084,0.0004543115
Afghanistan,AFG,1995,0.000088792185,0.0003665386,0.00045482587
Afghanistan,AFG,1996,0.0000900979,0.00036516754,0.00045586957
Afghanistan,AFG,1997,0.000091532806,0.00036581364,0.0004576992
Afghanistan,AFG,1998,0.00009308758,0.00036777,0.0004586684
Afghanistan,AFG,1999,0.00009475317,0.00037203848,0.0004598414
Afghanistan,AFG,2000,0.00009620359,0.00037349283,0.0004607831
Afghanistan,AFG,2001,0.00009748784,0.00037242248,0.00046193754
Afghanistan,AFG,2002,0.00009897282,0.00037586072,0.00046417717
Afghanistan,AFG,2003,0.00010051871,0.0003810086,0.0004664876
Afghanistan,AFG,2004,0.00010205447,0.00038808375,0.00046816483
Afghanistan,AFG,2005,0.00010365721,0.0003972866,0.00046993585
Afghanistan,AFG,2006,0.00010519552,0.00040938507,0.00047174844
Afghanistan,AFG,2007,0.00010670976,0.00042227734,0.00047379904
Afghanistan,AFG,2008,0.000108359076,0.00043742365,0.0004764283
Afghanistan,AFG,2009,0.00011014426,0.00045435427,0.00047995787
Afghanistan,AFG,2010,0.00011211772,0.00047526447,0.00048426178
Afghanistan,AFG,2011,0.00011415133,0.0004966311,0.000490077
Afghanistan,AFG,2012,0.00011619223,0.00051747623,0.00049502845
Afghanistan,AFG,2013,0.000118238415,0.00053820864,0.0004996213
Afghanistan,AFG,2014,0.000120408666,0.00055911235,0.00050420506
Afghanistan,AFG,2015,0.00012256956,0.0005777116,0.0005090336
Afghanistan,AFG,2016,0.00012471619,0.00059455674,0.0005136253
Afghanistan,AFG,2017,0.00012695401,0.00060993736,0.0005196697
Afghanistan,AFG,2018,0.00012914976,0.00062523095,0.000525583
Afghanistan,AFG,2019,0.00013123386,0.00063873833,0.0005326908
Afghanistan,AFG,2020,0.00013327807,0.0006533354,0.0005395392
Afghanistan,AFG,2021,0.00013525347,0.0006717393,0.000546373
Afghanistan,AFG,2022,0.00013722047,0.0006862736,0.00055370945
Afghanistan,AFG,2023,0.00013910391,0.0006997652,0.00056146184
Africa,,1851,0.000005030483,0.000022117682,0.00011365544
Africa,,1852,0.000010152979,0.000044502303,0.0002339642
Africa,,1853,0.00001536389,0.00006715378,0.00035180844
Africa,,1854,0.000020658248,0.00009007477,0.00047699024
Africa,,1855,0.000026029706,0.00011326687,0.0006002025
Africa,,1856,0.00003147054,0.00013663831,0.0007275723
Africa,,1857,0.000036971658,0.0001602841,0.0008580007
Africa,,1858,0.000042522588,0.00018422205,0.0009881554
Africa,,1859,0.000048111484,0.00020845406,0.001137256
Africa,,1860,0.00005372513,0.00023297632,0.0012311599
Africa,,1861,0.00005935521,0.00025797723,0.001304148
Africa,,1862,0.000064999615,0.00028345763,0.0013686763
Africa,,1863,0.000070656766,0.00031018438,0.0014408112
Africa,,1864,0.00007632563,0.000337393,0.0015046782
Africa,,1865,0.000082005725,0.0003650921,0.0015670991
Africa,,1866,0.000087697124,0.00039318204,0.001625218
Africa,,1867,0.00009340042,0.00042175277,0.0016767205
Africa,,1868,0.00009911676,0.00045085352,0.001722456
Africa,,1869,0.00010484786,0.00048045008,0.0017784748
Africa,,1870,0.00011059594,0.0005105453,0.0018359532
Africa,,1871,0.000116432144,0.00054177875,0.0018966069
Africa,,1872,0.00012247745,0.000572948,0.0019525395
Africa,,1873,0.00012882483,0.00060458574,0.0020089196
Africa,,1874,0.0001355392,0.0006366916,0.002064704
Africa,,1875,0.0001426575,0.00066927046,0.00211848
Africa,,1876,0.0001501886,0.00070242706,0.0021707623
Africa,,1877,0.0001581134,0.0007360857,0.0022225438
Africa,,1878,0.00016638472,0.00077024446,0.00227591
Africa,,1879,0.00017492741,0.00080491434,0.002333862
Africa,,1880,0.00018363826,0.0008401098,0.0023840691
Africa,,1881,0.00019244797,0.0008756755,0.0024366034
Africa,,1882,0.0002013418,0.0009116171,0.002503207
Africa,,1883,0.00021030792,0.0009472233,0.002563355
Africa,,1884,0.00021933754,0.0009831694,0.0026200507
Africa,,1885,0.0002284248,0.0010195205,0.002681297
Africa,,1886,0.00023756681,0.0010563706,0.002741532
Africa,,1887,0.00024676364,0.0010935994,0.0027979782
Africa,,1888,0.00025601836,0.001131173,0.00285658
Africa,,1889,0.00026533694,0.0011691301,0.0029161791
Africa,,1890,0.00027509936,0.001207458,0.0029775929
Africa,,1891,0.00028495744,0.0012455495,0.0030500237
Africa,,1892,0.00029491575,0.0012845017,0.0031080784
Africa,,1893,0.00030497878,0.0013240232,0.0031751404
Africa,,1894,0.00031515074,0.0013639976,0.003239982
Africa,,1895,0.0003254357,0.0014044755,0.0033032245
Africa,,1896,0.00033583763,0.0014453647,0.0033765878
Africa,,1897,0.00034636023,0.0014865862,0.0034462898
Africa,,1898,0.00035700705,0.0015282551,0.0035190873
Africa,,1899,0.0003677815,0.0015700577,0.0035962139
Africa,,1900,0.00037868676,0.0016117492,0.0036825826
Africa,,1901,0.00038972282,0.0016543411,0.0037633046
Africa,,1902,0.00040088844,0.0016977723,0.0038488277
Africa,,1903,0.00041218518,0.0017418829,0.003934618
Africa,,1904,0.00042361728,0.0017866003,0.0040291357
Africa,,1905,0.0004351919,0.0018318709,0.0041261828
Africa,,1906,0.00044691883,0.0018780789,0.0042250017
Africa,,1907,0.00045881077,0.0019250797,0.004323082
Africa,,1908,0.00047088313,0.0019727538,0.0044291257
Africa,,1909,0.00048315412,0.0020213707,0.004540992
Africa,,1910,0.00049564475,0.0020708914,0.004659751
Africa,,1911,0.000508446,0.0021224918,0.0047901496
Africa,,1912,0.0005217004,0.002176455,0.0049193837
Africa,,1913,0.0005355253,0.0022326738,0.005048434
Africa,,1914,0.0005500128,0.0022905902,0.005186012
Africa,,1915,0.0005652298,0.0023501585,0.005342872
Africa,,1916,0.00058121816,0.0024122074,0.0054935263
Africa,,1917,0.0005979945,0.0024765998,0.0056496216
Africa,,1918,0.0006155502,0.0025430706,0.00579955
Africa,,1919,0.00063385157,0.0026113924,0.0059531443
Africa,,1920,0.00065283966,0.0026820449,0.0061166687
Africa,,1921,0.00067253056,0.0027541032,0.0062937355
Africa,,1922,0.000693008,0.0028273133,0.0064822366
Africa,,1923,0.00071432,0.0029032205,0.0066770203
Africa,,1924,0.0007364783,0.002981483,0.006876715
Africa,,1925,0.00075945887,0.0030619125,0.007090483
Africa,,1926,0.00078320154,0.0031443585,0.007299373
Africa,,1927,0.0008076103,0.003229544,0.007514725
Africa,,1928,0.0008325531,0.003316754,0.0077250563
Africa,,1929,0.00085786195,0.003405782,0.007943744
Africa,,1930,0.00088333286,0.0034957922,0.008193725
Africa,,1931,0.00090877264,0.0035857274,0.008467528
Africa,,1932,0.0009340469,0.0036757193,0.008753312
Africa,,1933,0.00095905724,0.0037666229,0.009051007
Africa,,1934,0.000983741,0.0038593533,0.009342719
Africa,,1935,0.0010080716,0.0039538466,0.009645759
Africa,,1936,0.0010320581,0.004052397,0.009955525
Africa,,1937,0.001055746,0.004155837,0.010264862
Africa,,1938,0.0010792159,0.004264376,0.010592954
Africa,,1939,0.0011025851,0.004381687,0.010923875
Africa,,1940,0.0011260062,0.0045040976,0.01134304
Africa,,1941,0.0011515877,0.0046334583,0.011829509
Africa,,1942,0.0011827961,0.0047705886,0.012353648
Africa,,1943,0.0012222383,0.0049134647,0.012902457
Africa,,1944,0.0012716614,0.0050639785,0.013455793
Africa,,1945,0.0013319527,0.005221627,0.014028947
Africa,,1946,0.0014031403,0.0053868745,0.014612859
Africa,,1947,0.0014843917,0.0055582174,0.015203466
Africa,,1948,0.0015740155,0.0057390393,0.015812175
Africa,,1949,0.0016694601,0.005929816,0.016431442
Africa,,1950,0.0017673143,0.0061875586,0.01706385
Africa,,1951,0.0018645828,0.0064636637,0.017704362
Africa,,1952,0.0019595458,0.006750206,0.018344788
Africa,,1953,0.002050914,0.0070614065,0.018996427
Africa,,1954,0.0021378286,0.007391024,0.019669423
Africa,,1955,0.0022198607,0.0077405884,0.020365445
Africa,,1956,0.002297012,0.008109354,0.02108035
Africa,,1957,0.0023697137,0.00849697,0.021816166
Africa,,1958,0.0024388288,0.008901463,0.02257588
Africa,,1959,0.0025056493,0.0093347,0.023359004
Africa,,1960,0.002571898,0.0098141115,0.024137365
Africa,,1961,0.0026439184,0.010375355,0.024796918
Africa,,1962,0.0027167494,0.010932377,0.02540651
Africa,,1963,0.00279061,0.011520869,0.025974065
Africa,,1964,0.0028658446,0.012108682,0.026533972
Africa,,1965,0.0029427048,0.0127724325,0.027062463
Africa,,1966,0.0030204293,0.013574907,0.027558284
Africa,,1967,0.0031002492,0.014431746,0.028082618
Africa,,1968,0.0031818422,0.015196997,0.028597636
Africa,,1969,0.003265096,0.016102102,0.02913083
Africa,,1970,0.0033622228,0.017027749,0.029667031
Africa,,1971,0.0034438511,0.017864538,0.0302069
Africa,,1972,0.003527349,0.018734094,0.030737465
Africa,,1973,0.0036144361,0.019641265,0.03127318
Africa,,1974,0.0036942984,0.020486569,0.031826053
Africa,,1975,0.003780925,0.021283925,0.032377847
Africa,,1976,0.0038667133,0.022158299,0.03293815
Africa,,1977,0.0039602853,0.023080183,0.033525422
Africa,,1978,0.004053086,0.023968281,0.034084532
Africa,,1979,0.0041572046,0.024975576,0.034631465
Africa,,1980,0.004261947,0.025885781,0.035205614
Africa,,1981,0.0043593976,0.0265524,0.035793934
Africa,,1982,0.0044710566,0.027259918,0.036380053
Africa,,1983,0.0045806384,0.027936215,0.036992595
Africa,,1984,0.004682584,0.028616847,0.037692387
Africa,,1985,0.004783771,0.029262112,0.038400862
Africa,,1986,0.0048868232,0.02978282,0.039104175
Africa,,1987,0.0049993326,0.030288972,0.039818913
Africa,,1988,0.0051034237,0.030876823,0.040547334
Africa,,1989,0.00521348,0.03143373,0.04126745
Africa,,1990,0.005340147,0.032047696,0.041993484
Africa,,1991,0.005467832,0.032767452,0.042760648
Africa,,1992,0.0055984785,0.03347756,0.04355906
Africa,,1993,0.005730348,0.034156993,0.04437684
Africa,,1994,0.005863403,0.035003144,0.04528715
Africa,,1995,0.0059986855,0.035998337,0.046196904
Africa,,1996,0.0061387103,0.037055533,0.04710338
Africa,,1997,0.0062758992,0.038006894,0.04804235
Africa,,1998,0.006423964,0.038978882,0.049018048
Africa,,1999,0.0065708244,0.039804757,0.04996097
Africa,,2000,0.0067207287,0.0407733,0.05091407
Africa,,2001,0.0068671335,0.041862044,0.051837143
Africa,,2002,0.0070193945,0.04284799,0.05279871
Africa,,2003,0.00717765,0.043966793,0.0538211
Africa,,2004,0.00733759,0.04510125,0.054857
Africa,,2005,0.007505803,0.046263333,0.05588513
Africa,,2006,0.0076705,0.047378242,0.056939892
Africa,,2007,0.007842171,0.0484676,0.058014207
Africa,,2008,0.008018047,0.049612507,0.05921802
Africa,,2009,0.00819211,0.050613016,0.060472146
Africa,,2010,0.008374744,0.051587768,0.06180574
Africa,,2011,0.008561879,0.052541614,0.063182935
Africa,,2012,0.00875006,0.053569883,0.06454158
Africa,,2013,0.0089398185,0.05455184,0.06589431
Africa,,2014,0.009129408,0.055440243,0.06722897
Africa,,2015,0.009322691,0.056251425,0.068491444
Africa,,2016,0.009522605,0.05693832,0.06975261
Africa,,2017,0.009723243,0.05771987,0.07104721
Africa,,2018,0.009925648,0.05854357,0.07224457
Africa,,2019,0.010129522,0.05942826,0.07343884
Africa,,2020,0.01034205,0.060189232,0.07453963
Africa,,2021,0.010556021,0.06101506,0.075693056
Africa,,2022,0.010775035,0.06193242,0.07685603
Africa,,2023,0.010998399,0.0627326,0.078015044
Albania,ALB,1851,2.0711914e-8,2.0678658e-7,3.4630614e-7
Albania,ALB,1852,4.1769226e-8,4.2017743e-7,7.015264e-7
Albania,ALB,1853,6.315998e-8,6.4022555e-7,0.0000010621586
Albania,ALB,1854,8.4867644e-8,8.669844e-7,0.0000014254061
Albania,ALB,1855,1.0687111e-7,0.000001100508,0.0000017903778
Albania,ALB,1856,1.2914472e-7,0.0000013408512,0.0000021588642
Albania,ALB,1857,1.5165824e-7,0.000001588069,0.0000025365325
Albania,ALB,1858,1.7437684e-7,0.0000018422174,0.0000029166845
Albania,ALB,1859,1.9726114e-7,0.0000021033525,0.0000032953842
Albania,ALB,1860,2.202672e-7,0.0000023715306,0.0000036703013
Albania,ALB,1861,2.433674e-7,0.0000026464734,0.0000040471405
Albania,ALB,1862,2.6655465e-7,0.000002928239,0.000004414653
Albania,ALB,1863,2.8982373e-7,0.0000032168862,0.000004786382
Albania,ALB,1864,3.1317128e-7,0.0000035124751,0.00000515118
Albania,ALB,1865,3.3659563e-7,0.000003815066,0.0000055253095
Albania,ALB,1866,3.60097e-7,0.0000041247217,0.000005906035
Albania,ALB,1867,3.8367742e-7,0.0000044415037,0.000006289899
Albania,ALB,1868,4.0734068e-7,0.0000047654744,0.0000066688626
Albania,ALB,1869,4.3109245e-7,0.000005096696,0.0000070550454
Albania,ALB,1870,4.5494016e-7,0.0000054352126,0.000007463375
Albania,ALB,1871,4.7912033e-7,0.0000057770994,0.000007875384
Albania,ALB,1872,5.0403526e-7,0.0000061223705,0.000008299038
Albania,ALB,1873,5.2999394e-7,0.000006471039,0.000008734135
Albania,ALB,1874,5.5721233e-7,0.0000068231184,0.000009172226
Albania,ALB,1875,5.8581315e-7,0.0000071786226,0.0000096140175
Albania,ALB,1876,6.1582597e-7,0.0000075375688,0.000010060784
Albania,ALB,1877,6.4718716e-7,0.000007899971,0.000010518783
Albania,ALB,1878,6.797401e-7,0.000008265843,0.000010984949
Albania,ALB,1879,7.132346e-7,0.000008635198,0.0000114507975
Albania,ALB,1880,7.473278e-7,0.000009008054,0.000011915929
Albania,ALB,1881,7.8178914e-7,0.0000093844255,0.000012392152
Albania,ALB,1882,8.165695e-7,0.000009764329,0.000012859304
Albania,ALB,1883,8.5162986e-7,0.000010147778,0.000013336789
Albania,ALB,1884,8.8694077e-7,0.00001053479,0.000013805859
Albania,ALB,1885,9.224828e-7,0.000010925378,0.00001429105
Albania,ALB,1886,9.582462e-7,0.000011319559,0.000014785266
Albania,ALB,1887,9.942315e-7,0.0000117173495,0.000015286441
Albania,ALB,1888,0.0000010304487,0.000012118765,0.000015780848
Albania,ALB,1889,0.0000010669178,0.000012523819,0.000016288028
Albania,ALB,1890,0.000001106094,0.000012932532,0.000016820875
Albania,ALB,1891,0.0000011437411,0.000013345722,0.00001735682
Albania,ALB,1892,0.0000011799283,0.000013763416,0.000017908415
Albania,ALB,1893,0.0000012147505,0.000014185638,0.000018470892
Albania,ALB,1894,0.0000012483273,0.000014612412,0.000019036612
Albania,ALB,1895,0.000001280804,0.000015043762,0.000019606108
Albania,ALB,1896,0.0000013123507,0.000015479716,0.000020182944
Albania,ALB,1897,0.0000013431628,0.000015920297,0.000020778942
Albania,ALB,1898,0.0000013734611,0.000016365531,0.000021376818
Albania,ALB,1899,0.0000014034914,0.000016815446,0.000021975005
Albania,ALB,1900,0.0000014335246,0.000017270067,0.000022574743
Albania,ALB,1901,0.0000014637369,0.000017729117,0.00002317939
Albania,ALB,1902,0.0000014941897,0.00001819259,0.0000237897
Albania,ALB,1903,0.0000015249398,0.000018660478,0.000024407369
Albania,ALB,1904,0.0000015560389,0.000019132774,0.000025037685
Albania,ALB,1905,0.0000015875345,0.000019609472,0.000025669653
Albania,ALB,1906,0.0000016194691,0.000020090565,0.000026300802
Albania,ALB,1907,0.0000016518808,0.000020576046,0.000026931679
Albania,ALB,1908,0.0000016848027,0.000021065907,0.00002757227
Albania,ALB,1909,0.0000017182633,0.00002156014,0.000028204577
Albania,ALB,1910,0.0000017522866,0.000022058735,0.000028786902
Albania,ALB,1911,0.0000017873567,0.000022557417,0.000029355575
Albania,ALB,1912,0.00000182434,0.000023056173,0.000029921632
Albania,ALB,1913,0.0000018639823,0.000023554989,0.000030458677
Albania,ALB,1914,0.0000019069086,0.00002405053,0.000030996493
Albania,ALB,1915,0.0000019536224,0.00002454274,0.00003150716
Albania,ALB,1916,0.000002004507,0.000025031552,0.0000320151
Albania,ALB,1917,0.0000020598243,0.000025516905,0.000032529446
Albania,ALB,1918,0.0000021197154,0.00002599874,0.000033044656
Albania,ALB,1919,0.0000021842006,0.000026476997,0.000033540866
Albania,ALB,1920,0.0000022531794,0.000026951615,0.000033997272
Albania,ALB,1921,0.0000023273842,0.00002741402,0.00003445716
Albania,ALB,1922,0.0000024081655,0.000027864131,0.00003488425
Albania,ALB,1923,0.0000024964309,0.000028301865,0.00003528787
Albania,ALB,1924,0.0000025926438,0.000028727136,0.000035671208
Albania,ALB,1925,0.0000026968246,0.00002913888,0.000036053178
Albania,ALB,1926,0.0000028085503,0.000029538975,0.000036407015
Albania,ALB,1927,0.000002926954,0.000029926352,0.00003675308
Albania,ALB,1928,0.000003050726,0.000030300931,0.00003709477
Albania,ALB,1929,0.0000031781124,0.000030662628,0.000037411835
Albania,ALB,1930,0.0000033069164,0.00003101136,0.000037809656
Albania,ALB,1931,0.0000034344262,0.000031357475,0.00003824096
Albania,ALB,1932,0.0000035581313,0.000031699812,0.00003868395
Albania,ALB,1933,0.0000036761505,0.000032041404,0.00003913285
Albania,ALB,1934,0.0000037872321,0.000032381988,0.000039576877
Albania,ALB,1935,0.0000038907547,0.00003272722,0.000040038878
Albania,ALB,1936,0.000003986726,0.00003314868,0.000040545936
Albania,ALB,1937,0.0000040757823,0.000033683176,0.000041125044
Albania,ALB,1938,0.000004159192,0.000034278837,0.00004174231
